geohash,no_poi,maxspeed
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwq9,1.0,50.0
w21zwqb,5.0,40.0
w21zwqc,1.0,40.0
w21zwqc,1.0,50.0
w21zwqc,1.0,50.0
w21zwqc,1.0,50.0
w21zwqc,1.0,50.0
w21zwqd,19.0,
w21zwqe,5.0,
w21zwqf,10.0,50.0
w21zwqf,10.0,40.0
w21zwqf,10.0,50.0
w21zwqg,11.0,
w21zwqu,1.0,
w21zwr0,8.0,
w21zwr1,1.0,50.0
w21zwr1,1.0,50.0
w21zwr2,2.0,
w21zwr3,1.0,50.0
w21zwr4,2.0,50.0
w21zwr4,2.0,50.0
w21zwr4,2.0,50.0
w21zwr4,2.0,50.0
w21zwr4,2.0,50.0
w21zwr7,3.0,50.0
w21zwr7,3.0,50.0
w21zwr7,3.0,40.0
w21zwr7,3.0,50.0
w21zwr7,3.0,40.0
w21zwr7,3.0,40.0
w21zwr7,3.0,40.0
w21zwr7,3.0,40.0
w21zwr7,3.0,50.0
w21zwr7,3.0,50.0
w21zwr7,3.0,50.0
w21zwr9,1.0,
w21zwrd,10.0,40.0
w21zwrd,10.0,40.0
w21zwrd,10.0,40.0
w21zwre,7.0,40.0
w21zwre,7.0,40.0
w21zwre,7.0,40.0
w21zwrf,2.0,40.0
w21zwrf,2.0,40.0
w21zwrf,2.0,40.0
w21zwrg,4.0,40.0
w21zwru,13.0,
w21zwrz,1.0,
w21zy0k,1.0,
w21zy1q,1.0,
w21zy24,10.0,
w21zy25,2.0,
w21zy9w,1.0,
w21zy9y,1.0,50.0
w21zy9y,1.0,50.0
w21zy9y,1.0,50.0
w21zy9y,1.0,50.0
w21zydn,1.0,
w21zyhb,1.0,
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyhf,2.0,40.0
w21zyj1,1.0,40.0
w21zyj1,1.0,40.0
w21zyj1,1.0,40.0
w21zyj1,1.0,40.0
w21zyj3,1.0,40.0
w21zyk8,1.0,70.0
w21zyk8,1.0,70.0
w21zyk8,1.0,70.0
w21zyk8,1.0,70.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,70.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,70.0
w21zyk9,2.0,50.0
w21zyk9,2.0,70.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zyk9,2.0,50.0
w21zykb,2.0,50.0
w21zykb,2.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykc,7.0,50.0
w21zykf,1.0,50.0
w21zym0,2.0,40.0
w21zym0,2.0,50.0
w21zym0,2.0,40.0
w21zym0,2.0,50.0
w21zym0,2.0,40.0
w21zym0,2.0,50.0
w21zym0,2.0,50.0
w21zym0,2.0,50.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym0,2.0,40.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym1,1.0,50.0
w21zym4,1.0,
w21zym7,2.0,50.0
w21zym7,2.0,50.0
w21zym7,2.0,50.0
w21zym7,2.0,50.0
w21zys4,1.0,50.0
w21zys4,1.0,50.0
w21zzyg,1.0,
w238ptw,1.0,
w238ptx,1.0,50.0
w238ptx,1.0,50.0
w23b03g,1.0,
w23b03u,4.0,
w23b03v,1.0,
w23b045,1.0,50.0
w23b045,1.0,50.0
w23b04q,2.0,
w23b04t,1.0,50.0
w23b061,1.0,
w23b065,1.0,
w23b067,1.0,
w23b06e,1.0,
w23b06g,1.0,
w23b06k,1.0,
w23b06s,1.0,
w23b06t,1.0,
w23b06u,1.0,
w23b06v,1.0,50.0
w23b07h,1.0,
w23b07j,1.0,
w23b07n,3.0,
w23b07p,3.0,
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0bh,1.0,50.0
w23b0d9,2.0,
w23b0dc,3.0,
w23b0e0,2.0,
w23b0f5,1.0,
w23b0pn,1.0,
w23b0pp,2.0,
w23b0pq,1.0,
w23b0pt,1.0,
w23b0px,1.0,
w23b0pz,1.0,
w23b0qc,1.0,50.0
w23b0qf,1.0,
w23b0qh,1.0,50.0
w23b0r0,1.0,
w23b0r1,2.0,
w23b0r2,1.0,
w23b0r3,1.0,
w23b0r4,1.0,
w23b0r6,6.0,
w23b0re,1.0,
w23b0rh,1.0,
w23b0rj,1.0,50.0
w23b0rj,1.0,50.0
w23b0rk,1.0,
w23b0rq,1.0,
w23b0rt,1.0,
w23b0ru,1.0,
w23b0tg,1.0,
w23b0tz,1.0,50.0
w23b0tz,1.0,50.0
w23b0tz,1.0,40.0
w23b0vx,1.0,50.0
w23b0vx,1.0,50.0
w23b0vx,1.0,60.0
w23b0vx,1.0,50.0
w23b0vx,1.0,50.0
w23b0vx,1.0,50.0
w23b0w1,2.0,
w23b0w4,1.0,
w23b0wb,1.0,
w23b0wd,1.0,
w23b0wf,1.0,
w23b103,1.0,50.0
w23b15m,1.0,
w23b17x,1.0,
w23b1e8,1.0,40.0
w23b1e8,1.0,40.0
w23b1e8,1.0,40.0
w23b1gx,1.0,50.0
w23b1gx,1.0,50.0
w23b1gx,1.0,70.0
w23b1gx,1.0,70.0
w23b1gx,1.0,70.0
w23b1gx,1.0,70.0
w23b1km,1.0,40.0
w23b1km,1.0,50.0
w23b1km,1.0,40.0
w23b1km,1.0,50.0
w23b1km,1.0,40.0
w23b1km,1.0,40.0
w23b1km,1.0,40.0
w23b1kn,1.0,40.0
w23b1kn,1.0,50.0
w23b1kn,1.0,40.0
w23b1kn,1.0,50.0
w23b1kn,1.0,40.0
w23b1kn,1.0,50.0
w23b1kn,1.0,40.0
w23b1kn,1.0,50.0
w23b1kn,1.0,40.0
w23b1kn,1.0,50.0
w23b1kn,1.0,50.0
w23b1kn,1.0,50.0
w23b1kn,1.0,50.0
w23b1kn,1.0,40.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kq,2.0,50.0
w23b1kt,4.0,50.0
w23b1kt,4.0,40.0
w23b1kt,4.0,40.0
w23b1kt,4.0,40.0
w23b1kt,4.0,40.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,40.0
w23b1kt,4.0,40.0
w23b1kt,4.0,40.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kt,4.0,60.0
w23b1kw,1.0,50.0
w23b1kw,1.0,60.0
w23b1kw,1.0,60.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1kw,1.0,60.0
w23b1kw,1.0,60.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1kw,1.0,50.0
w23b1ky,6.0,
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1kz,1.0,50.0
w23b1mg,1.0,50.0
w23b1mg,1.0,50.0
w23b1mn,4.0,
w23b1qt,1.0,
w23b1qw,2.0,50.0
w23b1qw,2.0,70.0
w23b1qw,2.0,50.0
w23b1qw,2.0,50.0
w23b1qw,2.0,50.0
w23b1qw,2.0,50.0
w23b1qw,2.0,50.0
w23b1r4,2.0,
w23b1rs,1.0,50.0
w23b1rs,1.0,50.0
w23b1ry,2.0,
w23b1s5,3.0,50.0
w23b1s5,3.0,50.0
w23b1s5,3.0,50.0
w23b1s5,3.0,50.0
w23b1s5,3.0,20.0
w23b1s5,3.0,20.0
w23b1s5,3.0,40.0
w23b1s5,3.0,40.0
w23b1s5,3.0,50.0
w23b1s5,3.0,50.0
w23b1s5,3.0,50.0
w23b1s6,1.0,50.0
w23b1s6,1.0,50.0
w23b1s6,1.0,50.0
w23b1s6,1.0,50.0
w23b1s6,1.0,50.0
w23b1sf,2.0,60.0
w23b1sf,2.0,60.0
w23b1sf,2.0,60.0
w23b1sf,2.0,60.0
w23b1sh,3.0,20.0
w23b1sh,3.0,20.0
w23b1sh,3.0,40.0
w23b1sh,3.0,40.0
w23b1sh,3.0,40.0
w23b1sh,3.0,40.0
w23b1sh,3.0,40.0
w23b1sh,3.0,50.0
w23b1sh,3.0,50.0
w23b1sh,3.0,40.0
w23b1sh,3.0,40.0
w23b1sr,1.0,70.0
w23b1sr,1.0,70.0
w23b1sr,1.0,70.0
w23b1sr,1.0,70.0
w23b1st,1.0,40.0
w23b1st,1.0,40.0
w23b1st,1.0,40.0
w23b1st,1.0,50.0
w23b1st,1.0,40.0
w23b1st,1.0,50.0
w23b1st,1.0,40.0
w23b1st,1.0,50.0
w23b1sw,1.0,40.0
w23b1sw,1.0,40.0
w23b1sw,1.0,40.0
w23b1sw,1.0,40.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1t6,1.0,50.0
w23b1tp,4.0,60.0
w23b1tp,4.0,60.0
w23b1tp,4.0,60.0
w23b1tp,4.0,50.0
w23b1tp,4.0,60.0
w23b1tp,4.0,60.0
w23b1tp,4.0,60.0
w23b1tq,18.0,40.0
w23b1tq,18.0,50.0
w23b1tq,18.0,50.0
w23b1tq,18.0,50.0
w23b1tq,18.0,50.0
w23b1tq,18.0,50.0
w23b1tr,5.0,50.0
w23b1tr,5.0,50.0
w23b1tr,5.0,50.0
w23b1tr,5.0,50.0
w23b1tw,6.0,
w23b1tx,4.0,60.0
w23b1tx,4.0,50.0
w23b1tx,4.0,50.0
w23b1tx,4.0,50.0
w23b1tx,4.0,60.0
w23b1tx,4.0,50.0
w23b1tx,4.0,50.0
w23b1tx,4.0,50.0
w23b1tx,4.0,60.0
w23b1tx,4.0,60.0
w23b1tx,4.0,50.0
w23b1tx,4.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,40.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,50.0
w23b1u6,2.0,40.0
w23b1u6,2.0,40.0
w23b1u6,2.0,50.0
w23b1u6,2.0,40.0
w23b1u6,2.0,40.0
w23b1u6,2.0,40.0
w23b1u6,2.0,50.0
w23b1uk,1.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1us,2.0,50.0
w23b1ux,1.0,50.0
w23b1ux,1.0,50.0
w23b1ux,1.0,50.0
w23b1ux,1.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vt,2.0,50.0
w23b1vv,1.0,50.0
w23b1vv,1.0,60.0
w23b1vv,1.0,50.0
w23b1vv,1.0,50.0
w23b1vv,1.0,60.0
w23b1vv,1.0,60.0
w23b1vv,1.0,50.0
w23b1vv,1.0,50.0
w23b1vv,1.0,50.0
w23b1w8,1.0,
w23b1wb,1.0,50.0
w23b1wb,1.0,50.0
w23b1wb,1.0,50.0
w23b1wb,1.0,50.0
w23b1wb,1.0,50.0
w23b1wb,1.0,50.0
w23b1wg,1.0,50.0
w23b1wg,1.0,60.0
w23b1wg,1.0,60.0
w23b1wh,1.0,
w23b1wm,1.0,50.0
w23b1wm,1.0,50.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wm,1.0,60.0
w23b1wt,1.0,60.0
w23b1wt,1.0,60.0
w23b1wt,1.0,60.0
w23b1ww,1.0,60.0
w23b1ww,1.0,60.0
w23b1ww,1.0,60.0
w23b1y1,1.0,
w23b1y5,1.0,50.0
w23b1y5,1.0,50.0
w23b1y5,1.0,50.0
w23b1y5,1.0,50.0
w23b1y5,1.0,50.0
w23b1y5,1.0,50.0
w23b1y9,1.0,50.0
w23b1y9,1.0,50.0
w23b1yc,2.0,60.0
w23b1yc,2.0,60.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1yd,1.0,50.0
w23b1zf,1.0,60.0
w23b1zf,1.0,60.0
w23b1zf,1.0,50.0
w23b1zf,1.0,60.0
w23b1zf,1.0,60.0
w23b1zf,1.0,50.0
w23b1zf,1.0,50.0
w23b1zf,1.0,60.0
w23b1zf,1.0,50.0
w23b1zf,1.0,50.0
w23b1zf,1.0,60.0
w23b1zf,1.0,50.0
w23b1zp,4.0,50.0
w23b1zp,4.0,50.0
w23b1zs,1.0,50.0
w23b1zs,1.0,50.0
w23b1zs,1.0,50.0
w23b1zs,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b1zz,1.0,50.0
w23b382,1.0,
w23b383,1.0,50.0
w23b386,1.0,
w23b38d,2.0,
w23b38e,1.0,
w23b38g,1.0,
w23b38s,1.0,
w23b3b4,1.0,60.0
w23b3b4,1.0,60.0
w23b3b4,1.0,60.0
w23b3b4,1.0,50.0
w23b3b4,1.0,60.0
w23b3b7,2.0,70.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bm,1.0,50.0
w23b3bn,2.0,
w23b3c3,1.0,
w23b42p,1.0,70.0
w23b42p,1.0,70.0
w23b42p,1.0,70.0
w23b42p,1.0,50.0
w23b42p,1.0,70.0
w23b42p,1.0,70.0
w23b42p,1.0,70.0
w23b42p,1.0,70.0
w23b48j,2.0,70.0
w23b48j,2.0,50.0
w23b48j,2.0,70.0
w23b48q,2.0,70.0
w23b48z,1.0,60.0
w23b49m,1.0,30.0
w23b49m,1.0,30.0
w23b49m,1.0,30.0
w23b49m,1.0,30.0
w23b49m,1.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49n,2.0,30.0
w23b49z,2.0,
w23b4b8,1.0,60.0
w23b4bb,1.0,60.0
w23b4bb,1.0,60.0
w23b4bb,1.0,60.0
w23b4c2,1.0,
w23b4cb,1.0,60.0
w23b4cb,1.0,60.0
w23b4cb,1.0,60.0
w23b4cb,1.0,60.0
w23b4cc,1.0,60.0
w23b4cd,2.0,50.0
w23b4cd,2.0,50.0
w23b4cd,2.0,50.0
w23b4cf,3.0,50.0
w23b4dk,1.0,15.0
w23b4dk,1.0,40.0
w23b4dk,1.0,40.0
w23b4dk,1.0,40.0
w23b4dk,1.0,40.0
w23b4ee,11.0,60.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,70.0
w23b4ee,11.0,60.0
w23b4ee,11.0,60.0
w23b4ee,11.0,70.0
w23b4ee,11.0,60.0
w23b4ee,11.0,60.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,60.0
w23b4ee,11.0,60.0
w23b4ee,11.0,60.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4ee,11.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4eg,3.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,60.0
w23b4es,1.0,60.0
w23b4es,1.0,50.0
w23b4es,1.0,60.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4es,1.0,60.0
w23b4es,1.0,50.0
w23b4es,1.0,50.0
w23b4eu,2.0,50.0
w23b4eu,2.0,50.0
w23b4eu,2.0,60.0
w23b4eu,2.0,60.0
w23b4eu,2.0,50.0
w23b4eu,2.0,60.0
w23b4eu,2.0,60.0
w23b4eu,2.0,60.0
w23b4ex,1.0,
w23b4f0,1.0,50.0
w23b4f0,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,60.0
w23b4f1,1.0,60.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,60.0
w23b4f1,1.0,60.0
w23b4f1,1.0,60.0
w23b4f1,1.0,50.0
w23b4f1,1.0,60.0
w23b4f1,1.0,60.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,50.0
w23b4f1,1.0,60.0
w23b4f3,1.0,60.0
w23b4f3,1.0,60.0
w23b4f6,1.0,
w23b4f8,1.0,
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fh,1.0,50.0
w23b4fk,1.0,50.0
w23b4fk,1.0,50.0
w23b4fk,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4fn,1.0,50.0
w23b4g3,2.0,
w23b4g6,4.0,60.0
w23b4g6,4.0,60.0
w23b4g6,4.0,50.0
w23b4g6,4.0,60.0
w23b4g6,4.0,60.0
w23b4g6,4.0,50.0
w23b4g6,4.0,60.0
w23b4g6,4.0,50.0
w23b4g6,4.0,50.0
w23b4g6,4.0,50.0
w23b4g6,4.0,60.0
w23b4g6,4.0,50.0
w23b4g6,4.0,60.0
w23b4gg,1.0,
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gm,1.0,50.0
w23b4gp,1.0,
w23b4gq,1.0,50.0
w23b4gq,1.0,50.0
w23b4gq,1.0,50.0
w23b4gq,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gu,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4gw,1.0,50.0
w23b4hf,1.0,60.0
w23b4hf,1.0,60.0
w23b4hf,1.0,50.0
w23b4hf,1.0,50.0
w23b4hf,1.0,50.0
w23b4hf,1.0,50.0
w23b4hf,1.0,60.0
w23b4hf,1.0,50.0
w23b4hf,1.0,50.0
w23b4hf,1.0,60.0
w23b4hf,1.0,60.0
w23b4hf,1.0,60.0
w23b4j4,1.0,50.0
w23b4j4,1.0,50.0
w23b4j4,1.0,50.0
w23b4j4,1.0,50.0
w23b4j7,1.0,50.0
w23b4j7,1.0,40.0
w23b4j7,1.0,40.0
w23b4j7,1.0,50.0
w23b4j7,1.0,50.0
w23b4j7,1.0,40.0
w23b4j7,1.0,50.0
w23b4jf,1.0,50.0
w23b4jf,1.0,50.0
w23b4jf,1.0,50.0
w23b4jf,1.0,50.0
w23b4jf,1.0,50.0
w23b4jf,1.0,50.0
w23b4jk,1.0,40.0
w23b4jk,1.0,40.0
w23b4n1,13.0,50.0
w23b4n1,13.0,50.0
w23b4n1,13.0,50.0
w23b4n1,13.0,50.0
w23b4n1,13.0,50.0
w23b4n3,1.0,60.0
w23b4n3,1.0,60.0
w23b4n3,1.0,60.0
w23b4n3,1.0,60.0
w23b4n3,1.0,60.0
w23b4n3,1.0,60.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n4,3.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,60.0
w23b4n6,1.0,60.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,60.0
w23b4n6,1.0,60.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,60.0
w23b4n6,1.0,60.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,60.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4n6,1.0,50.0
w23b4nf,1.0,50.0
w23b4ng,1.0,50.0
w23b4ng,1.0,50.0
w23b4ng,1.0,50.0
w23b4ng,1.0,50.0
w23b4ng,1.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p5,2.0,50.0
w23b4p9,2.0,40.0
w23b4p9,2.0,40.0
w23b4p9,2.0,40.0
w23b4p9,2.0,40.0
w23b4pk,1.0,50.0
w23b4pk,1.0,50.0
w23b4pk,1.0,50.0
w23b4pk,1.0,50.0
w23b4pk,1.0,70.0
w23b4pk,1.0,70.0
w23b4pk,1.0,50.0
w23b4r7,1.0,50.0
w23b4r7,1.0,50.0
w23b4r7,1.0,50.0
w23b4rg,1.0,50.0
w23b4rg,1.0,50.0
w23b4rg,1.0,50.0
w23b4rg,1.0,30.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rp,2.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rw,6.0,50.0
w23b4rx,10.0,15.0
w23b4ry,3.0,60.0
w23b4ry,3.0,50.0
w23b4ry,3.0,50.0
w23b4ry,3.0,50.0
w23b4ry,3.0,50.0
w23b4ry,3.0,50.0
w23b4ry,3.0,50.0
w23b4ry,3.0,60.0
w23b4ry,3.0,50.0
w23b4ry,3.0,60.0
w23b4ry,3.0,60.0
w23b4ry,3.0,50.0
w23b4ry,3.0,60.0
w23b4ry,3.0,60.0
w23b4ry,3.0,60.0
w23b4rz,3.0,60.0
w23b4rz,3.0,60.0
w23b4rz,3.0,60.0
w23b4s7,1.0,
w23b4sh,3.0,60.0
w23b4sh,3.0,60.0
w23b4sh,3.0,60.0
w23b4sh,3.0,60.0
w23b4sh,3.0,60.0
w23b4sh,3.0,50.0
w23b4sh,3.0,50.0
w23b4sk,1.0,50.0
w23b4sk,1.0,60.0
w23b4sk,1.0,60.0
w23b4sk,1.0,50.0
w23b4sk,1.0,50.0
w23b4sk,1.0,50.0
w23b4sk,1.0,60.0
w23b4sk,1.0,60.0
w23b4sk,1.0,50.0
w23b4sk,1.0,50.0
w23b4sk,1.0,50.0
w23b4sk,1.0,60.0
w23b4sk,1.0,60.0
w23b4sk,1.0,70.0
w23b4sk,1.0,60.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sm,2.0,50.0
w23b4sp,1.0,40.0
w23b4sp,1.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,50.0
w23b4sq,2.0,50.0
w23b4sq,2.0,50.0
w23b4sq,2.0,50.0
w23b4sq,2.0,50.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
w23b4sq,2.0,40.0
